force_rate_after_win,force_rate_after_loss,force_rate_diff,loss_streak_coef,loss_streak_or,loss_streak_p,force_n,eco_n,force_wr,eco_wr,force_ev,eco_ev,ev_diff,ci_95_lower,ci_95_upper,ci_90_lower,ci_90_upper,pct_force_better,verdict,tilt_status
1.0,0.3882224645583424,-0.6117775354416576,-0.22584832016608603,0.7978391085917683,0.0001193413609851767,330,555,0.3484848484848485,0.10270270270270271,0.803030303030303,0.609009009009009,0.19402129402129398,0.09474610974610986,0.29517403767403766,0.10728910728910723,0.2803890253890252,1.0,FORCE > ECO is STATISTICALLY SIGNIFICANT (p < 0.05),NOT TILT - strategically optimal behavior
