variable,coefficient,std_error,z_value,p_value,odds_ratio
const,0.2663227003950636,0.5104764449681258,0.5217139850824906,0.6018694859505602,1.3051561651477759
ct_won_lag_1,0.06109200639042816,0.144734383422948,0.42209739624829096,0.6729539283655206,1.0629967121786308
regime_building,1.5989054377700926,0.3527318822942371,4.532920096052841,5.8173825427299755e-06,4.947613988128677
regime_full_buy,2.365198560992859,0.32492933915115896,7.2791166447809,3.3601306325938735e-13,10.64615251826796
regime_flush,2.5963999879420347,0.3437523230139422,7.553112558418195,4.249774079583586e-14,13.415355556736388
t_regime_building,-1.2900155069547656,0.4277641124561854,-3.0157170024095885,0.002563724159249281,0.2752665145112671
t_regime_full_buy,-2.637032064715586,0.39126585292680116,-6.739744971327532,1.5866487450384118e-11,0.07157337979527394
t_regime_flush,-2.715133774165025,0.38725462154560114,-7.0112365950042115,2.3622087905775097e-12,0.06619609708712403
map_de_dust2,0.27401039818963346,0.2124847461951969,1.2895532648631478,0.19720581124367076,1.3152284781627492
map_de_inferno,0.23071355312232908,0.18084117829273114,1.2757799705820791,0.2020333098253122,1.2594984083857192
map_de_mirage,-0.2542637742317217,0.21587001657233945,-1.1778559073140955,0.23885405584202113,0.7754872215200602
map_de_nuke,0.2902227543856431,0.2121476594181181,1.3680224197696575,0.17130505848527156,1.3367252162684287
map_de_overpass,0.20538774487574704,0.21117516008183837,0.9725942426000838,0.330755005230447,1.228001123805692
map_de_vertigo,0.4011620175503505,0.21357090200772555,1.8783552149620044,0.06033258779252264,1.4935592317063122
phase_conversion,-0.13168105779452852,0.20286435734798144,-0.649108889880792,0.5162679961458074,0.8766205417863409
phase_overtime,0.2943063093399823,0.4083269544901096,0.7207614048097599,0.4710563252199317,1.3421949675620437
