force_rate_after_win,force_rate_after_loss,force_rate_diff,loss_streak_coef,loss_streak_or,loss_streak_pvalue,force_win_rate,eco_win_rate
0.16778523489932887,0.35707121364092276,0.1892859787415939,0.11503365495783706,1.121911194810534,0.012145420581859247,34.120734908136484,28.586171310629517
