model,description,n_obs,momentum_coef,momentum_se,momentum_pvalue,odds_ratio,pseudo_r2,aic,bic
A,Baseline (no controls),1587,1.1777294988207043,0.10602352381245624,1.144553140815931e-28,3.246993524514342,0.059070761143777184,2047.1100335592093,2057.849235000262
